order_number,order_date,product_code,product_line,quantity_ordered,price_each,sales,country,year,month,quarter,continent,region,customer_id,product_id,customer_name,customer_city,customer_country
10350,2004-12-02,S24_2011,Ships,34,50.33,1711.22,Spain,2004,12,4,Europe,Europe,42,62,Flavio Zúñiga,Villa Juárez (La Trozada),Mexico
10372,2005-01-26,S24_2011,Ships,37,100.0,3910.53,Japan,2005,1,1,Asia,Asia,3,62,María José Cedillo,Guadalupe Distrito Bravos,Mexico
10384,2005-02-23,S24_2011,Ships,28,80.54,2255.12,United States,2005,2,1,North America,Americas,23,62,Mikael Latt,Hamina,Finland
10396,2005-03-23,S24_2011,Ships,49,100.0,5720.75,United States,2005,3,1,North America,Americas,34,62,Cathriona Campbell,Birr,Ireland
10414,2005-05-06,S24_2011,Ships,23,100.0,3335.23,United States,2005,5,2,North America,Americas,7,62,اميرمحمد صدر,نجف‌آباد,Iran
10101,2003-01-09,S24_2022,Vintage Cars,46,53.76,2472.96,Germany,2003,1,1,Europe,Europe,17,63,Rocío Villa,San Marcos (Mpio. Tonila),Mexico
10110,2003-03-18,S24_2022,Vintage Cars,39,44.35,1729.65,United Kingdom,2003,3,1,Europe,Europe,95,63,Meral Sandalcı,Malatya,Turkey
10124,2003-05-21,S24_2022,Vintage Cars,22,45.25,995.5,United States,2003,5,2,North America,Americas,54,63,Jaydee Van Gasteren,Achttienhoven,Netherlands
10149,2003-09-12,S24_2022,Vintage Cars,49,49.28,2414.72,United States,2003,9,3,North America,Americas,68,63,Lukas Picard,Vitry-sur-Seine,France
10162,2003-10-18,S24_2022,Vintage Cars,43,36.29,1560.47,United States,2003,10,4,North America,Americas,15,63,Milorad Španović,Bačka Palanka,Serbia
10173,2003-11-05,S24_2022,Vintage Cars,27,41.22,1112.94,Italy,2003,11,4,Europe,Europe,96,63,Mileah Folkestad,Sysle,Norway
10182,2003-11-12,S24_2022,Vintage Cars,31,36.74,1138.94,United States,2003,11,4,North America,Americas,9,63,Charles Ennis,Minto,Canada
10193,2003-11-21,S24_2022,Vintage Cars,20,50.62,1012.4,Australia,2003,11,4,Oceania,Oceania,61,63,Sheryl Fuller,Shannon,Ireland
10205,2003-12-03,S24_2022,Vintage Cars,24,38.08,913.92,Spain,2003,12,4,Europe,Europe,58,63,Sessa Guevara,La Concordia (Rosita),Mexico
10214,2004-01-26,S24_2022,Vintage Cars,49,47.94,2349.06,Spain,2004,1,1,Europe,Europe,100,63,Bertram Thomsen,V.Skerninge,Denmark
10227,2004-03-02,S24_2022,Vintage Cars,24,48.38,1161.12,France,2004,3,1,Europe,Europe,47,63,Maximiliano Peralta,Comanjilla,Mexico
10244,2004-04-29,S24_2022,Vintage Cars,39,45.25,1764.75,Spain,2004,4,2,Europe,Europe,66,63,Caridad Almonte,José Guadalupe Aguilera,Mexico
10255,2004-06-04,S24_2022,Vintage Cars,37,45.7,1690.9,France,2004,6,2,Europe,Europe,76,63,José Manuél Palomo,Cuyutlán,Mexico
10280,2004-08-17,S24_2022,Vintage Cars,45,47.49,2137.05,Italy,2004,8,3,Europe,Europe,14,63,Sofia Sørensen,Beder,Denmark
10289,2004-09-03,S24_2022,Vintage Cars,45,48.38,2177.1,Norway,2004,9,3,Europe,Europe,58,63,Sessa Guevara,La Concordia (Rosita),Mexico
10304,2004-10-11,S24_2022,Vintage Cars,44,39.42,1734.48,France,2004,10,4,Europe,Europe,65,63,Samuel Roberts,Masterton,New Zealand
10312,2004-10-21,S24_2022,Vintage Cars,23,37.63,865.49,United States,2004,10,4,North America,Americas,29,63,Eeli Keto,Posio,Finland
10322,2004-11-04,S24_2022,Vintage Cars,30,100.0,3500.1,United States,2004,11,4,North America,Americas,79,63,Ronny Roy,Heiligenschwendi,Switzerland
10332,2004-11-17,S24_2022,Vintage Cars,26,85.52,2223.52,United Kingdom,2004,11,4,Europe,Europe,6,63,Corina Brunet,S-Chanf,Switzerland
10345,2004-11-25,S24_2022,Vintage Cars,43,53.76,2311.68,France,2004,11,4,Europe,Europe,94,63,Eino Jarvela,Närpes,Finland
10356,2004-12-09,S24_2022,Vintage Cars,26,31.86,828.36,France,2004,12,4,Europe,Europe,85,63,Ildiko Hagel,Hirschhorn (Neckar),Germany
10367,2005-01-12,S24_2022,Vintage Cars,28,30.59,856.52,United States,2005,1,1,North America,Americas,67,63,Lucas Pelletier,New Glasgow,Canada
10380,2005-02-16,S24_2022,Vintage Cars,27,68.35,1845.45,Spain,2005,2,1,Europe,Europe,39,63,Mason Johnson,Nelson,New Zealand
10391,2005-03-09,S24_2022,Vintage Cars,24,100.0,4042.08,Australia,2005,3,1,Oceania,Oceania,59,63,Necati Karaduman,Trabzon,Turkey
10421,2005-05-29,S24_2022,Vintage Cars,40,45.7,1828.0,United States,2005,5,2,North America,Americas,83,63,Randall Berry,Australian Capital Territory,Australia
10103,2003-01-29,S24_2300,Trucks and Buses,36,100.0,3680.28,Norway,2003,1,1,Europe,Europe,4,64,Christian Mccoy,Ballybofey-Stranorlar,Ireland
10114,2003-04-01,S24_2300,Trucks and Buses,21,100.0,2925.09,France,2003,4,2,Europe,Europe,8,64,Pierre-Alain Bonnet,Bettingen,Switzerland
10126,2003-05-28,S24_2300,Trucks and Buses,27,100.0,3415.77,Spain,2003,5,2,Europe,Europe,62,64,Lucie Berger,Le Mans,France
10140,2003-07-24,S24_2300,Trucks and Buses,47,100.0,5105.14,United States,2003,7,3,North America,Americas,52,64,Enrique Velasco,San Sebastián de Los Reyes,Spain
10151,2003-09-21,S24_2300,Trucks and Buses,42,100.0,5098.8,Finland,2003,9,3,Europe,Europe,55,64,Ralph Meyer,Columbia,United States
10165,2003-10-22,S24_2300,Trucks and Buses,32,100.0,4661.76,Singapore,2003,10,4,Asia,Asia,88,64,Laura Parra,Almería,Spain
10175,2003-11-06,S24_2300,Trucks and Buses,28,100.0,2969.96,United Kingdom,2003,11,4,Europe,Europe,14,64,Sofia Sørensen,Beder,Denmark
10184,2003-11-14,S24_2300,Trucks and Buses,24,100.0,3496.32,Spain,2003,11,4,Europe,Europe,63,64,Vetle Nazari,Sneltvedt,Norway
10194,2003-11-25,S24_2300,Trucks and Buses,49,100.0,5760.93,France,2003,11,4,Europe,Europe,92,64,Aatu Makela,Sauvo,Finland
10207,2003-12-09,S24_2300,Trucks and Buses,46,100.0,6819.04,United States,2003,12,4,North America,Americas,57,64,Stanislava Zhurmani,Nova Kahovka,Ukraine
10217,2004-02-04,S24_2300,Trucks and Buses,28,100.0,3148.88,Singapore,2004,2,1,Asia,Asia,10,64,Joris Bertrand,Mulhouse,France
10229,2004-03-11,S24_2300,Trucks and Buses,48,100.0,5704.32,United States,2004,3,1,North America,Americas,11,64,Lejla Arnaud,Villars-sur-Glâne,Switzerland
10246,2004-05-05,S24_2300,Trucks and Buses,29,100.0,3520.6,Spain,2004,5,2,Europe,Europe,42,64,Flavio Zúñiga,Villa Juárez (La Trozada),Mexico
10259,2004-06-15,S24_2300,Trucks and Buses,47,100.0,5285.62,Singapore,2004,6,2,Asia,Asia,78,64,Patrick Murray,Wollongong,Australia
10271,2004-07-20,S24_2300,Trucks and Buses,43,100.0,5605.05,United States,2004,7,3,North America,Americas,19,64,Oğuzhan Balaban,Ağrı,Turkey
10281,2004-08-19,S24_2300,Trucks and Buses,25,100.0,2779.5,United States,2004,8,3,North America,Americas,9,64,Charles Ennis,Minto,Canada
10291,2004-09-08,S24_2300,Trucks and Buses,48,100.0,5398.08,Sweden,2004,9,3,Europe,Europe,17,64,Rocío Villa,San Marcos (Mpio. Tonila),Mexico
10305,2004-10-13,S24_2300,Trucks and Buses,24,100.0,3189.6,United States,2004,10,4,North America,Americas,36,64,Evangelino Lopes,Barbacena,Brazil
10313,2004-10-22,S24_2300,Trucks and Buses,42,100.0,5581.8,Canada,2004,10,4,North America,Americas,80,64,Dulce Ureña,Cozumel,Mexico
10324,2004-11-05,S24_2300,Trucks and Buses,31,100.0,3820.44,United States,2004,11,4,North America,Americas,82,64,Parth Mugeraya,Sasaram,India
10334,2004-11-19,S24_2300,Trucks and Buses,42,100.0,5528.04,Sweden,2004,11,4,Europe,Europe,75,64,Slavica Thomsen,Friesland,Germany
10348,2004-11-01,S24_2300,Trucks and Buses,37,100.0,5981.42,Spain,2004,11,4,Europe,Europe,71,64,Efe Tekelioğlu,Isparta,Turkey
10358,2004-12-10,S24_2300,Trucks and Buses,41,100.0,5684.65,Spain,2004,12,4,Europe,Europe,92,64,Aatu Makela,Sauvo,Finland
10371,2005-01-23,S24_2300,Trucks and Buses,20,100.0,3449.4,United States,2005,1,1,North America,Americas,42,64,Flavio Zúñiga,Villa Juárez (La Trozada),Mexico
10382,2005-02-17,S24_2300,Trucks and Buses,20,100.0,2654.4,United States,2005,2,1,North America,Americas,49,64,Emily Poulsen,Stoevring,Denmark
10412,2005-05-03,S24_2300,Trucks and Buses,70,100.0,8498.0,Spain,2005,5,2,Europe,Europe,77,64,Debra Kim,York,United Kingdom
10425,2005-05-31,S24_2300,Trucks and Buses,49,100.0,5510.54,France,2005,5,2,Europe,Europe,68,64,Lukas Picard,Vitry-sur-Seine,France
10108,2003-03-03,S24_2360,Motorcycles,35,58.87,2060.45,Philippines,2003,3,1,Asia,Asia,38,65,Leonardo Tafoya,Cerritos de Villa de Pozos,Mexico
10121,2003-05-07,S24_2360,Motorcycles,32,76.88,2460.16,France,2003,5,2,Europe,Europe,59,65,Necati Karaduman,Trabzon,Turkey
10135,2003-07-02,S24_2360,Motorcycles,29,61.64,1787.56,United States,2003,7,3,North America,Americas,65,65,Samuel Roberts,Masterton,New Zealand
10145,2003-08-25,S24_2360,Motorcycles,27,60.95,1645.65,United States,2003,8,3,North America,Americas,78,65,Patrick Murray,Wollongong,Australia
10159,2003-10-10,S24_2360,Motorcycles,27,80.34,2169.18,United States,2003,10,4,North America,Americas,56,65,Prisca Leroy,Wachseldorn,Switzerland
10169,2003-11-04,S24_2360,Motorcycles,38,74.11,2816.18,Australia,2003,11,4,Oceania,Oceania,13,65,Morten Grønningsæter,Alta,Norway
10180,2003-11-11,S24_2360,Motorcycles,35,72.03,2521.05,France,2003,11,4,Europe,Europe,90,65,Linnea Hautala,Toivakka,Finland
10190,2003-11-19,S24_2360,Motorcycles,42,76.19,3199.98,Spain,2003,11,4,Europe,Europe,15,65,Milorad Španović,Bačka Palanka,Serbia
10211,2004-01-15,S24_2360,Motorcycles,21,63.72,1338.12,France,2004,1,1,Europe,Europe,84,65,Lenice Cardoso,Patos,Brazil
10224,2004-02-21,S24_2360,Motorcycles,37,80.34,2972.58,France,2004,2,1,Europe,Europe,84,65,Lenice Cardoso,Patos,Brazil
10237,2004-04-05,S24_2360,Motorcycles,26,79.65,2070.9,United States,2004,4,2,North America,Americas,99,65,Adriane Mendes,Garanhuns,Brazil
10252,2004-05-26,S24_2360,Motorcycles,47,65.8,3092.6,France,2004,5,2,Europe,Europe,71,65,Efe Tekelioğlu,Isparta,Turkey
10264,2004-06-30,S24_2360,Motorcycles,37,65.1,2408.7,United States,2004,6,2,North America,Americas,93,65,Charlotte White,Waterloo,Canada
10276,2004-08-02,S24_2360,Motorcycles,46,75.49,3472.54,United States,2004,8,3,North America,Americas,28,65,Alexis Chan,Cartwright,Canada
10285,2004-08-27,S24_2360,Motorcycles,38,59.56,2263.28,United States,2004,8,3,North America,Americas,56,65,Prisca Leroy,Wachseldorn,Switzerland
10299,2004-09-30,S24_2360,Motorcycles,33,66.49,2194.17,Finland,2004,9,3,Europe,Europe,58,65,Sessa Guevara,La Concordia (Rosita),Mexico
10309,2004-10-15,S24_2360,Motorcycles,24,56.1,1346.4,Norway,2004,10,4,Europe,Europe,30,65,Odete Silva,Cascavel,Brazil
10319,2004-11-03,S24_2360,Motorcycles,31,81.73,2533.63,United States,2004,11,4,North America,Americas,53,65,Adrian Long,Huntsville,United States
10330,2004-11-16,S24_2360,Motorcycles,42,81.03,3403.26,Philippines,2004,11,4,Asia,Asia,44,65,Carl Tucker,Cupertino,United States
10341,2004-11-24,S24_2360,Motorcycles,32,100.0,3307.2,Austria,2004,11,4,Europe,Europe,59,65,Necati Karaduman,Trabzon,Turkey
10355,2004-12-07,S24_2360,Motorcycles,41,70.65,2896.65,Spain,2004,12,4,Europe,Europe,52,65,Enrique Velasco,San Sebastián de Los Reyes,Spain
10363,2005-01-06,S24_2360,Motorcycles,43,61.23,2632.89,Finland,2005,1,1,Europe,Europe,54,65,Jaydee Van Gasteren,Achttienhoven,Netherlands
10375,2005-02-03,S24_2360,Motorcycles,20,100.0,2046.0,France,2005,2,1,Europe,Europe,94,65,Eino Jarvela,Närpes,Finland
10390,2005-03-04,S24_2360,Motorcycles,35,65.13,2279.55,United States,2005,3,1,North America,Americas,13,65,Morten Grønningsæter,Alta,Norway
10403,2005-04-08,S24_2360,Motorcycles,27,79.65,2150.55,United Kingdom,2005,4,2,Europe,Europe,41,65,Önal Kuzucu,Zonguldak,Turkey
10110,2003-03-18,S24_2766,Classic Cars,43,78.15,3360.45,United Kingdom,2003,3,1,Europe,Europe,55,66,Ralph Meyer,Columbia,United States
10124,2003-05-21,S24_2766,Classic Cars,32,72.7,2326.4,United States,2003,5,2,North America,Americas,41,66,Önal Kuzucu,Zonguldak,Turkey
10148,2003-09-11,S24_2766,Classic Cars,21,73.6,1545.6,Australia,2003,9,3,Oceania,Oceania,86,66,Clyde Terry,Laytown-Bettystown-Mornington,Ireland
10161,2003-10-17,S24_2766,Classic Cars,20,100.0,2144.6,Denmark,2003,10,4,Europe,Europe,33,66,Kasper Salonen,Mynämäki,Finland
10172,2003-11-05,S24_2766,Classic Cars,22,74.51,1639.22,United States,2003,11,4,North America,Americas,48,66,Fabiola Le Gall,Steffisburg,Switzerland
10182,2003-11-12,S24_2766,Classic Cars,36,73.6,2649.6,United States,2003,11,4,North America,Americas,20,66,غزل یاسمی,رشت,Iran
10192,2003-11-20,S24_2766,Classic Cars,46,83.6,3845.6,United States,2003,11,4,North America,Americas,88,66,Laura Parra,Almería,Spain
10204,2003-12-02,S24_2766,Classic Cars,47,96.32,4527.04,United States,2003,12,4,North America,Americas,61,66,Sheryl Fuller,Shannon,Ireland
10212,2004-01-16,S24_2766,Classic Cars,45,88.14,3966.3,Spain,2004,1,1,Europe,Europe,9,66,Charles Ennis,Minto,Canada
10227,2004-03-02,S24_2766,Classic Cars,47,88.14,4142.58,France,2004,3,1,Europe,Europe,12,66,Samuel French,Dorchester,Canada
10241,2004-04-13,S24_2766,Classic Cars,47,94.5,4441.5,France,2004,4,2,Europe,Europe,11,66,Lejla Arnaud,Villars-sur-Glâne,Switzerland
10267,2004-07-07,S24_2766,Classic Cars,38,87.24,3315.12,United States,2004,7,3,North America,Americas,12,66,Samuel French,Dorchester,Canada
10279,2004-08-09,S24_2766,Classic Cars,49,79.97,3918.53,Spain,2004,8,3,Europe,Europe,56,66,Prisca Leroy,Wachseldorn,Switzerland
10288,2004-09-01,S24_2766,Classic Cars,35,80.87,2830.45,Singapore,2004,9,3,Asia,Asia,13,66,Morten Grønningsæter,Alta,Norway
10302,2003-10-06,S24_2766,Classic Cars,49,100.0,5298.86,United Kingdom,2003,10,4,Europe,Europe,96,66,Mileah Folkestad,Sysle,Norway
10311,2004-10-16,S24_2766,Classic Cars,28,93.6,2620.8,Spain,2004,10,4,Europe,Europe,95,66,Meral Sandalcı,Malatya,Turkey
10321,2004-11-04,S24_2766,Classic Cars,30,72.7,2181.0,United States,2004,11,4,North America,Americas,48,66,Fabiola Le Gall,Steffisburg,Switzerland
10332,2004-11-17,S24_2766,Classic Cars,39,86.72,3382.08,United Kingdom,2004,11,4,Europe,Europe,17,66,Rocío Villa,San Marcos (Mpio. Tonila),Mexico
10346,2004-11-29,S24_2766,Classic Cars,25,100.0,2876.75,United States,2004,11,4,North America,Americas,72,66,Feliciano Fernandes,Crato,Brazil
10368,2005-01-19,S24_2766,Classic Cars,40,100.0,4107.2,United States,2005,1,1,North America,Americas,8,66,Pierre-Alain Bonnet,Bettingen,Switzerland
10380,2005-02-16,S24_2766,Classic Cars,36,37.5,1350.0,Spain,2005,2,1,Europe,Europe,76,66,José Manuél Palomo,Cuyutlán,Mexico
10407,2005-04-22,S24_2766,Classic Cars,76,94.5,7182.0,United States,2005,4,2,North America,Americas,72,66,Feliciano Fernandes,Crato,Brazil
10420,2005-05-29,S24_2766,Classic Cars,39,100.0,3933.93,Australia,2005,5,2,Oceania,Oceania,72,66,Feliciano Fernandes,Crato,Brazil
10104,2003-01-31,S24_2840,Classic Cars,44,39.6,1742.4,Spain,2003,1,1,Europe,Europe,43,67,Aada Karvonen,Kemi,Finland
10114,2003-04-01,S24_2840,Classic Cars,24,30.06,721.44,France,2003,4,2,Europe,Europe,86,67,Clyde Terry,Laytown-Bettystown-Mornington,Ireland
10127,2003-06-03,S24_2840,Classic Cars,39,38.19,1489.41,United States,2003,6,2,North America,Americas,16,67,Amelia Hale,Oxford,United Kingdom
10141,2003-08-01,S24_2840,Classic Cars,21,42.43,891.03,Finland,2003,8,3,Europe,Europe,53,67,Adrian Long,Huntsville,United States
10151,2003-09-21,S24_2840,Classic Cars,30,40.31,1209.3,Finland,2003,9,3,Europe,Europe,46,67,Elaine Gonzalez,Anchorage,United States
10165,2003-10-22,S24_2840,Classic Cars,27,31.82,859.14,Singapore,2003,10,4,Asia,Asia,86,67,Clyde Terry,Laytown-Bettystown-Mornington,Ireland
10175,2003-11-06,S24_2840,Classic Cars,37,31.12,1151.44,United Kingdom,2003,11,4,Europe,Europe,97,67,Paola Gauthier,Varen,Switzerland
10184,2003-11-14,S24_2840,Classic Cars,42,31.82,1336.44,Spain,2003,11,4,Europe,Europe,55,67,Ralph Meyer,Columbia,United States
10195,2003-11-25,S24_2840,Classic Cars,32,28.29,905.28,United States,2003,11,4,North America,Americas,93,67,Charlotte White,Waterloo,Canada
10207,2003-12-09,S24_2840,Classic Cars,42,29.7,1247.4,United States,2003,12,4,North America,Americas,7,67,اميرمحمد صدر,نجف‌آباد,Iran
10219,2004-02-10,S24_2840,Classic Cars,21,40.31,846.51,United States,2004,2,1,North America,Americas,37,67,Arttu Leppo,Hollola,Finland
10229,2004-03-11,S24_2840,Classic Cars,33,32.88,1085.04,United States,2004,3,1,North America,Americas,77,67,Debra Kim,York,United Kingdom
10246,2004-05-05,S24_2840,Classic Cars,49,36.07,1767.43,Spain,2004,5,2,Europe,Europe,40,67,Kriemhild Huppertz,Arnstein,Germany
10259,2004-06-15,S24_2840,Classic Cars,31,33.24,1030.44,Singapore,2004,6,2,Asia,Asia,46,67,Elaine Gonzalez,Anchorage,United States
10271,2004-07-20,S24_2840,Classic Cars,38,41.72,1585.36,United States,2004,7,3,North America,Americas,14,67,Sofia Sørensen,Beder,Denmark
10281,2004-08-19,S24_2840,Classic Cars,20,40.66,813.2,United States,2004,8,3,North America,Americas,74,67,Elias Jørgensen,Aarhus N,Denmark
10292,2004-09-08,S24_2840,Classic Cars,39,30.06,1172.34,United States,2004,9,3,North America,Americas,65,67,Samuel Roberts,Masterton,New Zealand
10305,2004-10-13,S24_2840,Classic Cars,48,31.47,1510.56,United States,2004,10,4,North America,Americas,28,67,Alexis Chan,Cartwright,Canada
10314,2004-10-22,S24_2840,Classic Cars,39,37.13,1448.07,Denmark,2004,10,4,Europe,Europe,20,67,غزل یاسمی,رشت,Iran
10324,2004-11-05,S24_2840,Classic Cars,30,100.0,3338.1,United States,2004,11,4,North America,Americas,85,67,Ildiko Hagel,Hirschhorn (Neckar),Germany
10335,2004-11-19,S24_2840,Classic Cars,33,37.13,1225.29,United States,2004,11,4,North America,Americas,62,67,Lucie Berger,Le Mans,France
10349,2004-12-01,S24_2840,Classic Cars,36,37.13,1336.68,United States,2004,12,4,North America,Americas,29,67,Eeli Keto,Posio,Finland
10358,2004-12-10,S24_2840,Classic Cars,36,82.94,2985.84,Spain,2004,12,4,Europe,Europe,14,67,Sofia Sørensen,Beder,Denmark
10371,2005-01-23,S24_2840,Classic Cars,45,100.0,5545.8,United States,2005,1,1,North America,Americas,45,67,Charlie Park,Tecumseh,Canada
10383,2005-02-22,S24_2840,Classic Cars,40,100.0,6089.6,Spain,2005,2,1,Europe,Europe,72,67,Feliciano Fernandes,Crato,Brazil
10394,2005-03-15,S24_2840,Classic Cars,46,38.9,1789.4,Spain,2005,3,1,Europe,Europe,48,67,Fabiola Le Gall,Steffisburg,Switzerland
10412,2005-05-03,S24_2840,Classic Cars,30,36.07,1082.1,Spain,2005,5,2,Europe,Europe,15,67,Milorad Španović,Bačka Palanka,Serbia
10425,2005-05-31,S24_2840,Classic Cars,31,33.24,1030.44,France,2005,5,2,Europe,Europe,98,67,Evdokija Šakić,Ljubovija,Serbia
10106,2003-02-17,S24_2841,Planes,49,74.68,3659.32,Italy,2003,2,1,Europe,Europe,36,68,Evangelino Lopes,Barbacena,Brazil
10119,2003-04-28,S24_2841,Planes,41,59.6,2443.6,Austria,2003,4,2,Europe,Europe,74,68,Elias Jørgensen,Aarhus N,Denmark
10131,2003-06-16,S24_2841,Planes,35,67.14,2349.9,United States,2003,6,2,North America,Americas,29,68,Eeli Keto,Posio,Finland
10143,2003-08-10,S24_2841,Planes,27,60.97,1646.19,United States,2003,8,3,North America,Americas,55,68,Ralph Meyer,Columbia,United States
10155,2003-10-06,S24_2841,Planes,23,72.62,1670.26,Finland,2003,10,4,Europe,Europe,72,68,Feliciano Fernandes,Crato,Brazil
10167,2003-10-23,S24_2841,Planes,21,69.88,1467.48,Sweden,2003,10,4,Europe,Europe,99,68,Adriane Mendes,Garanhuns,Brazil
10178,2003-11-08,S24_2841,Planes,34,80.84,2748.56,France,2003,11,4,Europe,Europe,80,68,Dulce Ureña,Cozumel,Mexico
10186,2003-11-14,S24_2841,Planes,22,69.2,1522.4,United Kingdom,2003,11,4,Europe,Europe,79,68,Ronny Roy,Heiligenschwendi,Switzerland
10198,2003-11-27,S24_2841,Planes,48,67.82,3255.36,Philippines,2003,11,4,Asia,Asia,87,68,Nihal Kumar,Kakinada,India
10209,2004-01-09,S24_2841,Planes,43,82.21,3535.03,United States,2004,1,1,North America,Americas,83,68,Randall Berry,Australian Capital Territory,Australia
10222,2004-02-19,S24_2841,Planes,32,81.53,2608.96,United States,2004,2,1,North America,Americas,72,68,Feliciano Fernandes,Crato,Brazil
10249,2004-05-08,S24_2841,Planes,20,67.82,1356.4,United States,2004,5,2,North America,Americas,4,68,Christian Mccoy,Ballybofey-Stranorlar,Ireland
10262,2004-06-24,S24_2841,Planes,24,67.14,1611.36,Spain,2004,6,2,Europe,Europe,78,68,Patrick Murray,Wollongong,Australia
10274,2004-07-21,S24_2841,Planes,40,65.08,2603.2,United States,2004,7,3,North America,Americas,85,68,Ildiko Hagel,Hirschhorn (Neckar),Germany
10284,2004-08-21,S24_2841,Planes,30,73.99,2219.7,Norway,2004,8,3,Europe,Europe,89,68,Nixon Brown,Invercargill,New Zealand
10296,2004-09-15,S24_2841,Planes,21,71.25,1496.25,Germany,2004,9,3,Europe,Europe,35,68,Madison Diaz,Sunshine Coast,Australia
10307,2004-10-14,S24_2841,Planes,25,75.36,1884.0,United States,2004,10,4,North America,Americas,4,68,Christian Mccoy,Ballybofey-Stranorlar,Ireland
10316,2004-11-01,S24_2841,Planes,34,63.71,2166.14,United Kingdom,2004,11,4,Europe,Europe,24,68,Kamila Hadland,Åkrene,Norway
10328,2004-11-12,S24_2841,Planes,48,58.92,2828.16,Italy,2004,11,4,Europe,Europe,35,68,Madison Diaz,Sunshine Coast,Australia
10339,2004-11-23,S24_2841,Planes,55,100.0,6214.45,Japan,2004,11,4,Asia,Asia,90,68,Linnea Hautala,Toivakka,Finland
10351,2004-12-03,S24_2841,Planes,25,74.68,1867.0,United Kingdom,2004,12,4,Europe,Europe,98,68,Evdokija Šakić,Ljubovija,Serbia
10373,2005-01-31,S24_2841,Planes,38,70.44,2676.72,Finland,2005,1,1,Europe,Europe,40,68,Kriemhild Huppertz,Arnstein,Germany
10386,2005-03-01,S24_2841,Planes,39,55.96,2182.44,Spain,2005,3,1,Europe,Europe,44,68,Carl Tucker,Cupertino,United States
10398,2005-03-30,S24_2841,Planes,28,57.55,1611.4,France,2005,3,1,Europe,Europe,45,68,Charlie Park,Tecumseh,Canada
10400,2005-04-01,S24_2841,Planes,24,61.66,1479.84,United States,2005,4,2,North America,Americas,1,68,Mihaela Žigić,Gornji Milanovac,Serbia
10415,2005-05-09,S24_2841,Planes,21,67.82,1424.22,Australia,2005,5,2,Oceania,Oceania,24,68,Kamila Hadland,Åkrene,Norway
10110,2003-03-18,S24_2887,Classic Cars,46,100.0,5942.28,United Kingdom,2003,3,1,Europe,Europe,19,69,Oğuzhan Balaban,Ağrı,Turkey
10124,2003-05-21,S24_2887,Classic Cars,25,93.95,2348.75,United States,2003,5,2,North America,Americas,73,69,Pavlina Dacenko,Popasna,Ukraine
10148,2003-09-11,S24_2887,Classic Cars,34,100.0,4392.12,Australia,2003,9,3,Oceania,Oceania,85,69,Ildiko Hagel,Hirschhorn (Neckar),Germany
10161,2003-10-17,S24_2887,Classic Cars,25,100.0,2759.75,Denmark,2003,10,4,Europe,Europe,52,69,Enrique Velasco,San Sebastián de Los Reyes,Spain
10173,2003-11-05,S24_2887,Classic Cars,23,100.0,2728.03,Italy,2003,11,4,Europe,Europe,9,69,Charles Ennis,Minto,Canada
10182,2003-11-12,S24_2887,Classic Cars,20,100.0,2395.8,United States,2003,11,4,North America,Americas,19,69,Oğuzhan Balaban,Ağrı,Turkey
10192,2003-11-20,S24_2887,Classic Cars,23,100.0,3052.33,United States,2003,11,4,North America,Americas,95,69,Meral Sandalcı,Malatya,Turkey
10204,2003-12-02,S24_2887,Classic Cars,42,100.0,4242.0,United States,2003,12,4,North America,Americas,82,69,Parth Mugeraya,Sasaram,India
10213,2004-01-22,S24_2887,Classic Cars,27,100.0,2790.45,United Kingdom,2004,1,1,Europe,Europe,4,69,Christian Mccoy,Ballybofey-Stranorlar,Ireland
10227,2004-03-02,S24_2887,Classic Cars,33,100.0,4340.49,France,2004,3,1,Europe,Europe,12,69,Samuel French,Dorchester,Canada
10241,2004-04-13,S24_2887,Classic Cars,28,98.65,2762.2,France,2004,4,2,Europe,Europe,96,69,Mileah Folkestad,Sysle,Norway
10267,2004-07-07,S24_2887,Classic Cars,43,100.0,4645.72,United States,2004,7,3,North America,Americas,68,69,Lukas Picard,Vitry-sur-Seine,France
10279,2004-08-09,S24_2887,Classic Cars,48,100.0,5580.96,Spain,2004,8,3,Europe,Europe,28,69,Alexis Chan,Cartwright,Canada
10288,2004-09-01,S24_2887,Classic Cars,48,100.0,6539.04,Singapore,2004,9,3,Asia,Asia,49,69,Emily Poulsen,Stoevring,Denmark
10302,2003-10-06,S24_2887,Classic Cars,45,100.0,5548.95,United Kingdom,2003,10,4,Europe,Europe,54,69,Jaydee Van Gasteren,Achttienhoven,Netherlands
10311,2004-10-16,S24_2887,Classic Cars,43,100.0,4595.41,Spain,2004,10,4,Europe,Europe,59,69,Necati Karaduman,Trabzon,Turkey
10332,2004-11-17,S24_2887,Classic Cars,44,42.26,1859.44,United Kingdom,2004,11,4,Europe,Europe,44,69,Carl Tucker,Cupertino,United States
10346,2004-11-29,S24_2887,Classic Cars,24,87.24,2093.76,United States,2004,11,4,North America,Americas,21,69,Roberto Green,Hervey Bay,Australia
10368,2005-01-19,S24_2887,Classic Cars,31,100.0,4223.13,United States,2005,1,1,North America,Americas,48,69,Fabiola Le Gall,Steffisburg,Switzerland
10380,2005-02-16,S24_2887,Classic Cars,44,36.29,1596.76,Spain,2005,2,1,Europe,Europe,40,69,Kriemhild Huppertz,Arnstein,Germany
